Config,Model,n_repeats,repeat_R2_mean,repeat_R2_std,repeat_R2_min,repeat_R2_max
D_P1P2,RandomForest,5,-0.1737961855257578,0.005355966230566972,-0.18015119430330573,-0.16466521658790123
E_P1P2P3,RandomForest,5,0.019317495390134085,0.0250046403412953,-0.001959130542907417,0.05589239652830376
